ORF	Gene	Position	Fast	Slow
YJL193W	YJL193W	chrX:71365-72574	33.4558	25.9247
YJL194W	CDC6	chrX:69240-70879	37.3876	15.9451
YJL195C	YJL195C	chrX:69240-70879	0.0543401	0.180215
YJL196C	ELO1	chrX:67849-68782	307.368	195.15
YJL197C-A	YJL197C-A	chrX:63804-67569	30.3555	34.7997
YJL197W	UBP12	chrX:63804-67569	22.7547	25.7037
YJL198W	PHO90	chrX:60843-63489	74.2868	64.1866
YJL199C	MBB1	chrX:59855-60182	15.9513	30.8696
YJL200C	ACO2	chrX:56443-58813	213.145	260.903
YJL201W	ECM25	chrX:54378-56178	30.3954	34.6955
YJL202C	YJL202C	chrX:53340-54290	63.0031	58.9231
YJL203W	PRP21	chrX:53340-54290	50.8743	47.6922
YJL204C	RCY1	chrX:50628-53151	25.2376	28.3049
YJL205C	NCE101	chrX:50138-50443	397.578	314.62
YJL206C	YJL206C	chrX:47658-49935	10.1836	14.9475
YJL207C	LAA1	chrX:41388-47433	14.1131	13.3453
YJL208C	NUC1	chrX:40193-41183	97.4154	122.223
YJL209W	CBP1	chrX:38004-39969	40.0631	37.7739
YJL210W	PEX2	chrX:36756-37734	22.9677	35.5231
YJL211C	YJL211C	chrX:36756-37734	11.6954	14.0619
YJL212C	OPT1	chrX:33849-36249	16.6033	19.8431
YJL213W	YJL213W	chrX:32162-33158	50.582	107.901
YJL214W	HXT8	chrX:26886-28596	2.416	4.2868
YJL215C	YJL215C	chrX:26411-26771	6.62067	12.0601
YJL216C	IMA5	chrX:24340-26086	11.005	9.92196
YJL217W	REE1	chrX:23132-23729	1158.67	897.536
YJL218W	YJL218W	chrX:21972-22563	136.836	92.8843
YJL219W	HXT9	chrX:19496-21200	1.38048	2.43202
YJL220W	YJL220W	chrX:16766-18695	0	0
YJL221C	IMA4	chrX:16766-18695	0	0
YJL222W	VTH2	chrX:11474-16124	0.190033	0.065038
YJL222W-A	YJL222W-A	chrX:9345-9679	0	0
YJL222W-B	YJL222W-B	chrX:9345-9679	0	0
YJL223C	PAU1	chrX:8775-9138	0	0
YJL225C	YJL225C	chrX:465-6130	0	0
YJL225W-A	YJL225W-A	chrX:465-6130	0	0
YJR001W	AVT1	chrX:436801-438610	66.9527	66.6524
YJR002W	MPP10	chrX:438864-440646	130.232	112.226
YJR003C	YJR003C	chrX:440993-442553	58.3067	32.5842
YJR004C	SAG1	chrX:442908-444861	15.4254	19.6679
YJR005C-A	YJR005C-A	chrX:448476-448758	16.3281	15.4437
YJR005W	APL1	chrX:445922-448025	45.7083	46.3119
YJR006W	POL31	chrX:449201-450665	37.6526	49.3303
YJR007W	SUI2	chrX:451019-451934	730.682	688.703
YJR008W	YJR008W	chrX:452429-453446	63.0535	58.4705
YJR009C	TDH2	chrX:453682-454681	1714.3	1306.45
YJR010C-A	SPC1	chrX:458076-458361	300.065	315.987
YJR010W	MET3	chrX:456238-457774	32.0301	36.7256
YJR011C	YJR011C	chrX:458640-459426	39.9362	37.0193
YJR012C	YJR012C	chrX:459794-461593	29.4232	46.321
YJR013W	GPI14	chrX:459794-461593	47.4829	48.1156
YJR014W	TMA22	chrX:461828-462425	678.637	556.595
YJR015W	YJR015W	chrX:462720-464253	46.2233	45.7711
YJR016C	ILV3	chrX:464450-466208	366.036	533.676
YJR017C	ESS1	chrX:466520-467148	121.772	118.854
YJR018W	YJR018W	chrX:466520-467148	93.5789	97.5394
YJR019C	TES1	chrX:467231-468333	13.9971	15.7206
YJR020W	YJR020W	chrX:467231-468333	16.1289	18.1152
YJR021C	REC107	chrX:468554-469579	22.7655	32.7385
YJR022W	LSM8	chrX:469783-470205	0	0
YJR023C	YJR023C	chrX:469783-470205	21.6145	23.291
YJR024C	MDE1	chrX:470229-470964	137.34	101.833
YJR025C	BNA1	chrX:471137-471671	624.483	994.167
YJR026W	YJR026W	chrX:472759-478028	0	0
YJR027W	YJR027W	chrX:472759-478028	1.81088	2.79648
YJR028W	YJR028W	chrX:478343-483612	0	0
YJR029W	YJR029W	chrX:478343-483612	0.0575537	0.0823844
YJR030C	YJR030C	chrX:483958-486196	12.7395	25.3125
YJR031C	GEA1	chrX:486585-490812	13.4929	13.4819
YJR032W	CPR7	chrX:491080-492262	44.7587	48.5308
YJR033C	RAV1	chrX:492377-496451	6.66229	9.07702
YJR034W	PET191	chrX:496682-497009	108.44	131.055
YJR035W	RAD26	chrX:497354-500612	10.5011	12.598
YJR036C	HUL4	chrX:500712-503485	3.88573	10.0868
YJR037W	YJR037W	chrX:500712-503485	1.62357	6.17053
YJR038C	YJR038C	chrX:503709-507301	0.693849	0.598506
YJR039W	YJR039W	chrX:503709-507301	5.37805	5.51301
YJR040W	GEF1	chrX:507745-510085	25.4954	26.8287
YJR041C	URB2	chrX:510238-513763	46.4207	44.5539
YJR042W	NUP85	chrX:514054-516289	51.2467	50.6164
YJR043C	POL32	chrX:516460-517513	55.8101	77.864
YJR044C	VPS55	chrX:518762-519185	173.472	203.073
YJR045C	SSC1	chrX:519637-521602	504.793	698.395
YJR046W	TAH11	chrX:522047-523862	31.3665	37.5651
YJR047C	ANB1	chrX:524907-525381	18.9142	18.6765
YJR048W	CYC1	chrX:526334-526664	202.442	312.546
YJR049C	UTR1	chrX:526883-528476	48.1269	63.8802
YJR050W	ISY1	chrX:528696-529404	59.2679	54.507
YJR051W	OSM1	chrX:529860-531366	58.9742	56.8032
YJR052W	RAD7	chrX:532061-533759	22.8986	28.6721
YJR053W	BFA1	chrX:534026-535751	8.05554	11.7189
YJR054W	YJR054W	chrX:536055-537549	63.9861	84.5882
YJR055W	HIT1	chrX:538771-539266	49.9141	57.9141
YJR056C	YJR056C	chrX:541791-542502	76.3856	86.2197
YJR057W	CDC8	chrX:544061-544712	77.3491	120.946
YJR058C	APS2	chrX:544731-545175	68.0372	72.3692
YJR059W	PTK2	chrX:545786-548243	24.9352	41.4354
YJR060W	CBF1	chrX:548758-549814	75.3456	90.8215
YJR061W	YJR061W	chrX:550510-553318	15.3683	13.0122
YJR062C	NTA1	chrX:553475-554849	22.9421	26.3038
YJR063W	RPA12	chrX:555194-555572	450.074	342.672
YJR064W	CCT5	chrX:555913-557602	223.836	189.786
YJR065C	ARP3	chrX:557808-559158	124.911	106.397
YJR066W	TOR1	chrX:559415-566828	7.28721	9.85904
YJR067C	YAE1	chrX:567018-567444	56.3912	58.6034
YJR068W	RFC2	chrX:567642-568704	111.071	111.648
YJR069C	HAM1	chrX:568805-569399	223.731	177.306
YJR070C	LIA1	chrX:569620-570773	401.921	409.388
YJR071W	YJR071W	chrX:569620-570773	213.574	191.975
YJR072C	NPA3	chrX:570966-572124	130.307	121.666
YJR073C	OPI3	chrX:572314-572935	1538.84	931.244
YJR074W	MOG1	chrX:573094-573751	140.55	140.885
YJR075W	HOC1	chrX:573980-575171	186.199	157.765
YJR076C	CDC11	chrX:575353-576601	85.2639	82.3334
YJR077C	MIR1	chrX:577254-578190	408.517	377.892
YJR078W	BNA2	chrX:578859-581616	9.56965	12.277
YJR079W	YJR079W	chrX:578859-581616	4.69337	1.75426
YJR080C	AIM24	chrX:578859-581616	81.753	84.2246
YJR082C	EAF6	chrX:581913-582255	351.233	319.903
YJR083C	ACF4	chrX:582607-583537	47.641	41.488
YJR084W	CSN12	chrX:583732-585004	50.0743	45.0088
YJR085C	YJR085C	chrX:585119-585437	453.068	607.025
YJR086W	STE18	chrX:586067-587373	261.972	235.025
YJR087W	YJR087W	chrX:586067-587373	28.2211	27.4672
YJR088C	EMC2	chrX:586067-587373	170.915	137.45
YJR089W	BIR1	chrX:587717-590582	28.8655	32.6195
YJR090C	GRR1	chrX:590871-594327	27.6001	32.0923
YJR091C	JSN1	chrX:595060-598336	16.8528	20.9524
YJR092W	BUD4	chrX:598734-603078	24.503	9.37525
YJR093C	FIP1	chrX:603219-604203	57.3654	53.0946
YJR094C	IME1	chrX:604568-605651	11.1229	13.2565
YJR094W-A	RPL43B	chrX:608304-608858	10004.1	6842.55
YJR095W	SFC1	chrX:609772-610741	7.17373	7.4295
YJR096W	YJR096W	chrX:611194-612043	70.549	81.8516
YJR097W	JJJ3	chrX:612412-612931	154.75	140.849
YJR098C	YJR098C	chrX:613185-615156	9.97243	5.50085
YJR099W	YUH1	chrX:615575-616286	64.3264	61.7225
YJR100C	AIM25	chrX:616350-617334	39.5994	38.889
YJR101W	RSM26	chrX:618233-619034	72.3629	71.3158
YJR102C	VPS25	chrX:619156-619765	73.9702	79.4554
YJR103W	URA8	chrX:620753-622490	45.8959	38.2019
YJR104C	SOD1	chrX:622549-623014	3162.05	2684.09
YJR105W	ADO1	chrX:623580-624603	731.936	632.244
YJR106W	ECM27	chrX:624837-627015	6.90791	8.95058
YJR107W	YJR107W	chrX:627339-628326	24.0623	26.7202
YJR108W	ABM1	chrX:628711-629083	2.21375	7.85569
YJR109C	CPA2	chrX:629584-632941	379.841	449.248
YJR110W	YMR1	chrX:633614-635681	21.9543	23.2953
YJR111C	YJR111C	chrX:635854-636706	114.157	125.632
YJR112W	NNF1	chrX:637029-637635	75.5859	97.2474
YJR112W-A	YJR112W-A	chrX:637789-638168	183.421	241.529
YJR113C	RSM7	chrX:638231-639051	44.3762	49.9782
YJR114W	YJR114W	chrX:638231-639051	57.0401	53.7008
YJR115W	YJR115W	chrX:639941-640451	18.4543	13.5477
YJR116W	YJR116W	chrX:640824-641664	45.7679	35.2189
YJR117W	STE24	chrX:642006-643368	122.054	98.8907
YJR118C	ILM1	chrX:643489-644101	155.851	116.639
YJR119C	JHD2	chrX:644303-646490	25.8839	33.0923
YJR120W	YJR120W	chrX:647125-647476	0	0.217251
YJR121W	ATP2	chrX:647606-649142	748.804	695.548
YJR122W	IBA57	chrX:649775-651269	25.0863	35.0377
YJR123W	RPS5	chrX:651900-652578	9844.64	7108.35
YJR124C	YJR124C	chrX:652891-654238	47.0867	51.3952
YJR125C	ENT3	chrX:654736-655963	73.466	68.5997
YJR126C	VPS70	chrX:656253-658689	28.5597	31.8571
YJR127C	RSF2	chrX:658916-663280	10.5326	11.5065
YJR128W	YJR128W	chrX:658916-663280	0.644683	5.11356
YJR129C	YJR129C	chrX:663999-665019	13.5085	10.7798
YJR130C	STR2	chrX:665217-667137	28.8689	62.3824
YJR131W	MNS1	chrX:667643-669293	8.31063	11.0557
YJR132W	NMD5	chrX:669521-672668	25.7104	25.3744
YJR133W	XPT1	chrX:672990-673620	226.499	153.126
YJR134C	SGM1	chrX:673728-675852	72.0966	72.3028
YJR135C	MCM22	chrX:676058-676778	18.3779	17.5167
YJR135W-A	TIM8	chrX:676970-677234	503.005	543.792
YJR136C	TTI2	chrX:677440-678706	26.7446	27.7622
YJR137C	MET5	chrX:678956-683285	10.8974	20.1652
YJR138W	IML1	chrX:684566-689321	12.6927	13.1946
YJR139C	HOM6	chrX:689444-690524	535.448	473.733
YJR140C	HIR3	chrX:690749-695696	8.95464	9.3976
YJR140W-A	YJR140W-A	chrX:690749-695696	231.633	137.787
YJR141W	YJR141W	chrX:695905-696949	57.0985	64.701
YJR142W	YJR142W	chrX:697140-698169	59.8329	46.6468
YJR143C	PMT4	chrX:698325-700614	108.952	131.653
YJR144W	MGM101	chrX:700881-701691	130.103	117.991
YJR145C	RPS4A	chrX:702026-703068	1756.31	1368.56
YJR146W	YJR146W	chrX:703884-705272	12.3836	24.6929
YJR147W	HMS2	chrX:703884-705272	48.2348	36.2305
YJR148W	BAT2	chrX:705743-706874	404.573	775.926
YJR149W	YJR149W	chrX:707159-708374	25.847	43.9153
YJR150C	DAN1	chrX:708810-709707	0.528364	1.37644
YJR151C	DAN4	chrX:712254-715740	3.22407	3.63815
YJR151W-A	YJR151W-A	chrX:717579-717630	0	0
YJR152W	DAL5	chrX:719665-721297	11.2115	19.4441
YJR153W	PGU1	chrX:722814-723900	6.28464	9.60465
YJR154W	YJR154W	chrX:725783-726824	9.71688	43.7676
YJR155W	AAD10	chrX:727404-728271	16.2508	48.5179
YJR156C	THI11	chrX:728573-729596	2.11269	2.46935
YJR157W	YJR157W	chrX:730514-730877	8.99774	8.07391
YJR158W	HXT16	chrX:732439-734143	0	0
YJR159W	SOR1	chrX:736043-737117	0.0883778	0.417475
YJR160C	MPH3	chrX:738007-739816	0.59894	0.384974
YJR161C	COS5	chrX:742847-743999	2.32666	4.03987
YJR162C	YJR162C	chrX:744910-745261	0	0.221016
YKL001C	MET14	chrXI:438776-439385	93.0359	131.619
YKL002W	DID4	chrXI:437777-438544	180.677	172.874
YKL003C	MRP17	chrXI:437096-437492	224.462	222.568
YKL004W	AUR1	chrXI:435579-436785	122.717	104.485
YKL005C	BYE1	chrXI:433092-434877	52.3714	49.7148
YKL006C-A	SFT1	chrXI:430197-430632	270.961	298.987
YKL006W	RPL14A	chrXI:431905-432720	4133.96	2746.62
YKL007W	CAP1	chrXI:429301-430108	166.209	160.087
YKL008C	LAC1	chrXI:427294-428551	161.898	149.312
YKL009W	MRT4	chrXI:426241-426952	855.735	688.512
YKL010C	UFD4	chrXI:421423-425875	25.7794	32.1721
YKL011C	CCE1	chrXI:420154-421216	25.3335	25.2876
YKL012W	PRP40	chrXI:418309-420061	47.4367	55.4408
YKL013C	ARC19	chrXI:417507-418023	220.852	204.706
YKL014C	URB1	chrXI:411618-416913	48.6007	39.5662
YKL015W	PUT3	chrXI:408543-411483	34.2949	35.1538
YKL016C	ATP7	chrXI:407464-407989	647.595	467.478
YKL017C	HCS1	chrXI:405189-407241	18.4494	19.6823
YKL018C-A	YKL018C-A	chrXI:403579-403879	209.705	214.585
YKL018W	SWD2	chrXI:404101-405091	65.2442	49.7273
YKL019W	RAM2	chrXI:402567-403518	84.0597	81.36
YKL020C	SPT23	chrXI:398831-402080	29.5291	30.9013
YKL021C	MAK11	chrXI:397343-398750	128.309	109.956
YKL022C	CDC16	chrXI:394725-397248	24.0906	26.8471
YKL023C-A	YKL023C-A	chrXI:393145-393373	920.034	794.306
YKL023W	YKL023W	chrXI:393720-394554	61.9717	91.868
YKL024C	URA6	chrXI:392525-393140	277.534	245.692
YKL025C	PAN3	chrXI:390239-392279	40.4477	37.5765
YKL026C	GPX1	chrXI:389379-389883	18.2783	36.5427
YKL027W	YKL027W	chrXI:387561-388905	79.806	85.0826
YKL028W	TFA1	chrXI:385757-387206	131.994	116.108
YKL029C	MAE1	chrXI:382497-384725	113.189	177.669
YKL030W	YKL030W	chrXI:382497-384725	31.3429	41.2398
YKL031W	YKL031W	chrXI:382071-382485	3.75283	2.2782
YKL032C	IXR1	chrXI:380064-381858	46.1706	32.662
YKL033W	TTI1	chrXI:375455-378572	15.3852	17.4978
YKL033W-A	YKL033W-A	chrXI:374504-375215	219.232	279.391
YKL034W	TUL1	chrXI:371828-374105	17.6198	20.2447
YKL035W	UGP1	chrXI:369364-371390	182.044	262.409
YKL036C	YKL036C	chrXI:369364-371390	3.86216	12.2702
YKL037W	AIM26	chrXI:369364-371390	0.572958	3.17398
YKL038W	RGT1	chrXI:365604-369117	9.50143	9.73156
YKL039W	PTM1	chrXI:362621-364193	146.424	135.072
YKL040C	NFU1	chrXI:361057-361828	98.6613	117.316
YKL041W	VPS24	chrXI:360142-360817	99.0523	95.4523
YKL042W	SPC42	chrXI:358474-359566	53.3786	95.5083
YKL043W	PHD1	chrXI:356747-357848	45.2015	35.5133
YKL044W	YKL044W	chrXI:356321-356642	19.44	12.8432
YKL045W	PRI2	chrXI:353492-355079	41.5584	82.0998
YKL046C	DCW1	chrXI:351274-352624	109.894	117.022
YKL047W	YKL047W	chrXI:349462-351013	42.8933	36.4768
YKL048C	ELM1	chrXI:347213-349136	25.4483	30.7994
YKL049C	CSE4	chrXI:346074-346764	78.5909	88.2142
YKL050C	YKL050C	chrXI:342851-345620	6.07914	7.17721
YKL051W	SFK1	chrXI:341311-342373	60.8288	68.1669
YKL052C	ASK1	chrXI:339571-340546	52.4632	58.681
YKL053C-A	MDM35	chrXI:339181-339442	554.495	449.668
YKL053W	YKL053W	chrXI:339571-340546	10.4185	10.2205
YKL054C	DEF1	chrXI:336536-338753	105.513	125.078
YKL055C	OAR1	chrXI:335320-336157	18.5758	17.6646
YKL056C	TMA19	chrXI:334411-334915	6924.54	5384.8
YKL057C	NUP120	chrXI:330855-333969	39.1373	36.3717
YKL058W	TOA2	chrXI:330165-330534	318.487	309.096
YKL059C	MPE1	chrXI:328117-329443	37.877	41.5984
YKL060C	FBA1	chrXI:326407-327487	7370.01	6099.4
YKL061W	BLI1	chrXI:325770-326112	162.543	164.861
YKL062W	MSN4	chrXI:323227-325120	21.9762	21.9369
YKL063C	YKL063C	chrXI:321014-321518	159.142	180.835
YKL064W	MNR2	chrXI:317763-320673	28.7902	33.7202
YKL065C	YET1	chrXI:316436-317057	369.187	333.711
YKL065W-A	YKL065W-A	chrXI:315953-316175	35.3847	76.3964
YKL066W	YKL066W	chrXI:315280-315724	38.9616	56.9059
YKL067W	YNK1	chrXI:314811-315273	484.28	794.024
YKL068W	NUP100	chrXI:310198-313078	34.6294	37.9052
YKL068W-A	YKL068W-A	chrXI:309205-309442	1170.32	1246.11
YKL069W	YKL069W	chrXI:307284-307827	70.3255	66.9131
YKL070W	YKL070W	chrXI:306210-306720	24.0845	32.6784
YKL071W	YKL071W	chrXI:305113-305884	15.0292	21.8043
YKL072W	STB6	chrXI:299581-301882	24.7724	28.1229
YKL073W	LHS1	chrXI:296429-299075	55.9029	58.1455
YKL074C	MUD2	chrXI:294609-296193	64.5322	57.59
YKL075C	YKL075C	chrXI:292837-294308	43.1393	47.9703
YKL076C	PSY1	chrXI:292837-294308	48.2622	45.54
YKL077W	YKL077W	chrXI:291452-292631	216.535	191.087
YKL078W	DHR2	chrXI:288844-291052	63.2824	48.9631
YKL079W	SMY1	chrXI:286602-288573	33.5785	32.9174
YKL080W	VMA5	chrXI:285029-286208	419.869	415.026
YKL081W	TEF4	chrXI:282890-284455	1577.7	1448.17
YKL082C	RRP14	chrXI:280920-282329	457.795	389.53
YKL083W	YKL083W	chrXI:280920-282329	19.6843	13.2815
YKL084W	HOT13	chrXI:280508-280859	234.745	255.472
YKL085W	MDH1	chrXI:279122-280127	124.592	122.445
YKL086W	SRX1	chrXI:278280-278664	1.41299	3.06923
YKL087C	CYT2	chrXI:277188-277863	73.6474	69.5493
YKL088W	CAB3	chrXI:275282-276998	37.0418	41.0212
YKL089W	MIF2	chrXI:273393-275043	15.5058	29.0741
YKL090W	CUE2	chrXI:271877-273209	34.9918	28.5443
YKL091C	YKL091C	chrXI:269717-270650	23.3021	28.396
YKL092C	BUD2	chrXI:266144-269459	16.9704	21.1141
YKL093W	MBR1	chrXI:264788-265808	27.1362	30.5557
YKL094W	YJU3	chrXI:263348-264290	164.682	154.568
YKL095W	YJU2	chrXI:262276-263113	33.9589	36.9061
YKL096C-B	YKL096C-B	chrXI:259072-259222	25.6343	9.76768
YKL096W	CWP1	chrXI:261131-261851	17.5956	27.962
YKL096W-A	CWP2	chrXI:259252-259531	5535.3	4416.58
YKL097C	YKL097C	chrXI:258502-258913	0	1.14859
YKL098W	MTC2	chrXI:256769-257843	30.7875	36.8474
YKL099C	UTP11	chrXI:255719-256472	296.01	221.651
YKL100C	YKL100C	chrXI:253696-255460	47.4926	45.4852
YKL100W-A	YKL100W-A	chrXI:253696-255460	2268.27	1950.9
YKL101W	HSL1	chrXI:248919-253476	30.822	59.344
YKL102C	YKL102C	chrXI:248061-248367	1.54821	0.704503
YKL103C	LAP4	chrXI:246137-247682	46.1785	66.6127
YKL104C	GFA1	chrXI:243219-245373	132.432	115.427
YKL105C	YKL105C	chrXI:239184-242583	11.6139	13.7702
YKL106C-A	YKL106C-A	chrXI:237146-237266	0	57.3047
YKL106W	AAT1	chrXI:237535-238891	71.1948	72.8508
YKL107W	YKL107W	chrXI:236140-237070	7.21859	9.52776
YKL108W	SLD2	chrXI:234425-235787	38.5156	63.7949
YKL109W	HAP4	chrXI:232226-233891	52.8994	66.6143
YKL110C	KTI12	chrXI:228938-229880	163.122	139.294
YKL111C	YKL111C	chrXI:226569-228799	59.2692	64.5623
YKL112W	ABF1	chrXI:226569-228799	30.7068	46.4506
YKL113C	RAD27	chrXI:224726-225875	87.9203	147.172
YKL114C	APN1	chrXI:223351-224455	146.022	120.214
YKL115C	YKL115C	chrXI:221343-223285	9.65565	12.725
YKL116C	PRR1	chrXI:221343-223285	57.2227	34.6213
YKL117W	SBA1	chrXI:220323-220974	1141.75	940.356
YKL118W	YKL118W	chrXI:218569-219437	9.02722	9.7022
YKL119C	VPH2	chrXI:218569-219437	88.2321	95.112
YKL120W	OAC1	chrXI:217343-218318	267.685	333.417
YKL121W	DGR2	chrXI:214141-216700	12.8999	10.4081
YKL122C	SRP21	chrXI:212494-212998	495.032	401.165
YKL123W	YKL123W	chrXI:210592-212423	39.1538	43.8391
YKL124W	SSH4	chrXI:210592-212423	14.6303	20.0011
YKL125W	RRN3	chrXI:208246-210130	105.957	80.3991
YKL126W	YPK1	chrXI:205706-207749	71.44	60.2258
YKL127W	PGM1	chrXI:203540-205253	92.0631	98.5098
YKL128C	PMU1	chrXI:200883-201771	177.935	134.921
YKL129C	MYO3	chrXI:196348-200167	15.2086	17.1221
YKL130C	SHE2	chrXI:195287-196028	91.1649	68.3053
YKL131W	YKL131W	chrXI:193573-194999	9.20288	11.1086
YKL132C	RMA1	chrXI:193573-194999	8.34545	8.22759
YKL133C	YKL133C	chrXI:191678-193070	20.7809	26.4255
YKL134C	1-Oct	chrXI:189123-191442	24.1982	24.8947
YKL135C	APL2	chrXI:186415-188640	85.4511	80.1491
YKL136W	YKL136W	chrXI:186415-188640	15.2161	9.62313
YKL137W	CMC1	chrXI:185956-186292	327.838	372.026
YKL138C	MRPL31	chrXI:185285-185681	547.689	662.492
YKL138C-A	HSK3	chrXI:184802-185012	735.454	560.38
YKL139W	CTK1	chrXI:182957-184544	53.1945	47.6607
YKL140W	TGL1	chrXI:180778-182425	40.2566	36.8942
YKL141W	SDH3	chrXI:179666-180263	146.45	186.504
YKL142W	MRP8	chrXI:178514-179174	452.515	432.556
YKL143W	LTV1	chrXI:176780-178172	228.041	184.812
YKL144C	RPC25	chrXI:175842-176481	195.836	140.042
YKL145W	RPT1	chrXI:174212-175616	310.462	247.897
YKL145W-A	YKL145W-A	chrXI:174212-175616	0	0
YKL146W	AVT3	chrXI:171550-173861	33.3093	33.8787
YKL147C	YKL147C	chrXI:171550-173861	0.525624	0.458256
YKL148C	SDH1	chrXI:169206-171129	16.9134	28.8842
YKL149C	DBR1	chrXI:167611-168829	37.0508	38.4784
YKL150W	MCR1	chrXI:166399-167452	187.873	250.364
YKL151C	YKL151C	chrXI:164916-165930	73.9027	104.144
YKL152C	GPM1	chrXI:163599-164385	8092.03	5655.64
YKL153W	YKL153W	chrXI:163599-164385	232.943	163.09
YKL154W	SRP102	chrXI:161600-162335	137.503	98.5099
YKL155C	RSM22	chrXI:159455-161342	42.6383	61.2563
YKL156C-A	YKL156C-A	chrXI:158612-159212	4767.59	2754.69
YKL156W	RPS27A	chrXI:158612-159212	6926.94	4602.88
YKL157W	APE2	chrXI:154990-158232	53.7662	60.8634
YKL159C	RCN1	chrXI:153815-154451	34.9292	33.7153
YKL160W	ELF1	chrXI:153268-153706	475.855	340.757
YKL161C	KDX1	chrXI:149385-150687	13.9986	11.6316
YKL162C	YKL162C	chrXI:147629-148838	14.4519	14.6048
YKL162C-A	YKL162C-A	chrXI:145921-146074	141.655	104.494
YKL163W	PIR3	chrXI:144400-145378	15.0561	9.49836
YKL164C	PIR1	chrXI:141793-142819	1226.98	89.6763
YKL165C	MCD4	chrXI:137931-140691	29.2616	43.4617
YKL165C-A	YKL165C-A	chrXI:135789-136023	13.3268	14.277
YKL166C	TPK3	chrXI:134508-135705	90.5014	75.1739
YKL167C	MRP49	chrXI:133720-134134	182.173	193.253
YKL168C	KKQ8	chrXI:131287-133462	11.3681	12.4926
YKL169C	YKL169C	chrXI:130633-131068	103.905	98.787
YKL170W	MRPL38	chrXI:130633-131068	22.4834	23.2964
YKL171W	NNK1	chrXI:127474-130261	9.4662	12.4238
YKL172W	EBP2	chrXI:125758-127042	659.47	537.596
YKL173W	SNU114	chrXI:122516-125543	21.1611	23.3341
YKL174C	TPO5	chrXI:120379-122236	38.1017	31.5976
YKL175W	ZRT3	chrXI:118792-120304	182.902	122.15
YKL176C	LST4	chrXI:115499-117986	42.2896	34.9036
YKL177W	YKL177W	chrXI:113214-114694	12.336	19.7784
YKL178C	STE3	chrXI:113214-114694	10.417	15.0644
YKL179C	COY1	chrXI:110463-112503	67.6301	70.162
YKL180W	RPL17A	chrXI:109268-110129	4604.41	3337.24
YKL181W	PRS1	chrXI:107315-108599	259.597	226.982
YKL182W	FAS1	chrXI:100670-106826	331.001	214.832
YKL183C-A	YKL183C-A	chrXI:98394-98607	21.5852	9.84139
YKL183W	LOT5	chrXI:98720-99641	22.8126	16.8476
YKL184W	SPE1	chrXI:96756-98157	109.705	117.677
YKL185W	ASH1	chrXI:94498-96265	116.313	30.4156
YKL186C	MTR2	chrXI:92743-93465	106.838	76.5834
YKL187C	YKL187C	chrXI:89283-91536	6.84243	9.44409
YKL188C	PXA2	chrXI:86224-88786	6.34616	8.50335
YKL189W	HYM1	chrXI:84703-85903	45.2177	47.1301
YKL190W	CNB1	chrXI:82946-83550	195.358	180.502
YKL191W	DPH2	chrXI:81034-82639	60.9118	63.5186
YKL192C	ACP1	chrXI:80159-80537	415.325	383.042
YKL193C	SDS22	chrXI:78865-79882	82.8632	84.5473
YKL194C	MST1	chrXI:77257-78646	24.0018	26.509
YKL195W	MIA40	chrXI:75820-77032	128.076	118.579
YKL196C	YKT6	chrXI:74931-75534	377.518	264.56
YKL197C	PEX1	chrXI:70733-73865	11.2989	15.3674
YKL198C	PTK1	chrXI:68231-70220	16.7822	21.0144
YKL201C	MNN4	chrXI:63820-67466	23.9736	34.7695
YKL202W	YKL202W	chrXI:63820-67466	0.250607	0.448479
YKL203C	TOR2	chrXI:55934-63359	11.2423	9.64384
YKL204W	EAP1	chrXI:53703-55602	41.4165	41.8998
YKL205W	LOS1	chrXI:50050-53353	53.0885	49.6099
YKL206C	ADD66	chrXI:49005-49809	52.9411	41.0298
YKL207W	AIM27	chrXI:48193-48955	219.998	181.906
YKL208W	CBT1	chrXI:47156-47972	19.1912	19.4279
YKL209C	STE6	chrXI:42422-46295	59.8587	57.5278
YKL210W	UBA1	chrXI:39162-42237	118.465	106.001
YKL211C	TRP3	chrXI:36698-38153	129.491	201.75
YKL212W	SAC1	chrXI:34542-36414	97.3002	93.8458
YKL213C	DOA1	chrXI:31959-34107	49.3621	48.9355
YKL214C	YRA2	chrXI:31081-31693	142.989	124.168
YKL215C	OXP1	chrXI:26826-30687	12.7325	14.7135
YKL216W	URA1	chrXI:25214-26159	289.544	266.768
YKL217W	JEN1	chrXI:22233-24084	5.47412	12.1701
YKL218C	SRY1	chrXI:17358-18339	30.3172	64.2073
YKL219W	COS9	chrXI:14484-15708	34.7472	38.8836
YKL220C	FRE2	chrXI:9090-11226	4.74382	4.80676
YKL221W	MCH2	chrXI:6106-7528	1.37832	2.32097
YKL222C	YKL222C	chrXI:3502-5620	14.3262	18.7357
YKL223W	YKL223W	chrXI:2388-2721	5.15221	5.66071
YKL224C	PAU16	chrXI:1809-2181	0	0
YKL225W	YKL225W	chrXI:450-798	0	0
YKR001C	VPS1	chrXI:440607-442722	113.298	106.068
YKR002W	PAP1	chrXI:443231-444938	62.2131	61.8724
YKR003W	OSH6	chrXI:445380-446727	41.7043	30.8726
YKR004C	ECM9	chrXI:446798-448036	32.5816	23.0764
YKR005C	YKR005C	chrXI:448520-450167	7.52708	6.37671
YKR006C	MRPL13	chrXI:450422-451217	104.593	104.532
